nama;tanggal;ulasan;rating;sumber;Unnamed: 5;sentimen
Jianfranko Amiman;18/04/2025 16:06;Starlink Terbaik Untuk Kami Masyarakat Kepulauan;5;Google Play Store;;Positif
Indra Mulyawan;17/04/2025 14:51;mantap;5;Google Play Store;;Netral
Nurhuda Narwawan;17/04/2025 13:19;mntap;5;Google Play Store;;Netral
Hariyadi Michael;16/04/2025 20:14;Cuba dlu klu bagus dan mudah di gunakan sya tambah bintangnya...;1;Google Play Store;;Positif
Agus Jak;16/04/2025 15:28;sangat bagus;5;Google Play Store;;Positif
Arki Bawedo;16/04/2025 06:58;Please add a password to log in to the Starlink app for added security and maximum safety.;1;Google Play Store;;Netral
Antin anton;15/04/2025 13:21;bagus untuk perdesaan yang susah sinyal;5;Google Play Store;;Positif
Ebit Mustofa;14/04/2025 16:38;good;5;Google Play Store;;Netral
Ellen Harisandhy;13/04/2025 16:37;nice;5;Google Play Store;;Netral
Irzam Sabanung;13/04/2025 08:30;semuat terasa mudah;5;Google Play Store;;Positif
noegroho;12/04/2025 08:56;koneksi berkurang saat hujan lebat;4;Google Play Store;;Negatif
Muhammad Nurviansuat;11/04/2025 11:30;nice internet;5;Google Play Store;;Netral
Yanti Paembonan;11/04/2025 10:56;bagus;5;Google Play Store;;Positif
Muh Risman;11/04/2025 03:49;baik;4;Google Play Store;;Positif
dhiyaul dhafa;11/04/2025 00:49;kita berada di daerah yg susah sinyal, tp dg starlink joss banget...👍👍👍;5;Google Play Store;;Netral
Farid Nur;11/04/2025 00:28;mantap;5;Google Play Store;;Netral
Yasinta Ayudya;10/04/2025 23:17;bgus sekli;4;Google Play Store;;Netral
Dimas;10/04/2025 05:58;Bang Elon, adain paket lebih murah dong, gapapa Mbps juga turun. Soalnya di pedalaman butuh internet satelit stabil, bukan ke Mbps sampai ratusan, puluhan Mbps sudah cukup asal ping stabil.;5;Google Play Store;;Positif
Riswan Paulus;10/04/2025 02:06;good;5;Google Play Store;;Netral
Mam Rumodar;09/04/2025 14:50;"sangat baik lancar semoga kedepan ny ad fitur "" baru seperti memperkuat jaringan membuat jaringan selalu stabil.";5;Google Play Store;;Positif
David Silvester;09/04/2025 05:53;Lambat dan Berat Aplikasinya, seperti tidak niat dibuat Tolong segera di Perbaiki, dan tolong buat Kontrol Penuh kepada admin untuk memblokir Perangkat yang masuk tanpa izin;1;Google Play Store;;Negatif
Rusli Soamole;08/04/2025 23:50;jaringan starling adakala hilang muncul dan;3;Google Play Store;;Positif
Aidil ramzi22;08/04/2025 13:16;sangat membatu;4;Google Play Store;;Negatif
Marcputraalvaro;08/04/2025 11:56;tidak bisa nge pause pemakai wifi;4;Google Play Store;;Negatif
Hendi Kurniawan;08/04/2025 11:46;luar biasa,, jaringan stabil, anti lelet, pemasangan perangkat mudah, biaya langganan sesuai dengan konektivitas yang ditawarkan;5;Google Play Store;;Positif
TOBOK SILITONGA;08/04/2025 10:19;mantap;4;Google Play Store;;Netral
Esratua Manurung;07/04/2025 23:58;good;5;Google Play Store;;Netral
Heri Rumalean;07/04/2025 23:17;sangat bagus, tpi jangkauan tidak jau;4;Google Play Store;;Netral
yusuf Pulla;07/04/2025 12:39;the best;5;Google Play Store;;Netral
Diego Forlan;07/04/2025 12:00;mantap;5;Google Play Store;;Netral
muhammad kamil kamil;07/04/2025 08:34;mantaaap;5;Google Play Store;;Netral
Andika saputra ATM;06/04/2025 17:30;mantap;5;Google Play Store;;Netral
Perdana cell Konter hp;05/04/2025 17:24;bagus dan lebih dipercepat lagi;5;Google Play Store;;Positif
Adi Hidayat;05/04/2025 12:41;Starlink Disconnected showed and can't see obstructions when i am not using starlink wi-fi.;5;Google Play Store;;Netral
Agus Sanjaya;05/04/2025 01:45;bagus banget bagus sekalih;5;Google Play Store;;Netral
hari marpaung tv;05/04/2025 01:16;orang lain yg gak punya akun bisa reset starlink kita dengan mendownload aplikasi saja, setingkat orang terkaya saya punya aplikasi sejelek ini..;1;Google Play Store;;Netral
Muhammad Mahing;05/04/2025 00:36;the best VSAT;5;Google Play Store;;Netral
Nona Asri;03/04/2025 13:16;terbaik untuk kalimantan;5;Google Play Store;;Positif
dandi arjuna;03/04/2025 06:58;jaringan sangat kencang 💪🏻;5;Google Play Store;;Positif
Satyawan Rich;03/04/2025 00:06;Internet cepat praktis dan terjangkau.;5;Google Play Store;;Positif
marwan l;01/04/2025 11:40;starling Tamba lama Tamba parah jaringanya kayak bikin emosih, apalagi waktu hujan ngak bisa di pake lagi koneksih terbatas.. parah abis;1;Google Play Store;;Negatif
abdiel elvis;01/04/2025 09:00;Solusi jaringan cepat di pedalaman Papua Pegunungan...Thank you Bang Elon.;5;Google Play Store;;Positif
M RAPI'IE;01/04/2025 07:08;good;5;Google Play Store;;Netral
Fania Taniafani;31/03/2025 01:30;bagus;5;Google Play Store;;Positif
Suryani Shury;30/03/2025 18:13;sanggat membantu sekali👍👍👍👍;5;Google Play Store;;Positif
Ambrozi Ozi;30/03/2025 12:07;only one nice connection;5;Google Play Store;;Netral
Lisi;30/03/2025 10:32;starlink mantap aktifasinya juga muda;5;Google Play Store;;Positif
Aryasaputra Rumatiga;29/03/2025 13:05;sangat baik;5;Google Play Store;;Positif
All content;29/03/2025 05:48;nice tnyu;5;Google Play Store;;Netral
Nunukan Mandiri;28/03/2025 20:15;Sampai saat ini masih bagus digunakan;5;Google Play Store;;Positif
Nurmansah;27/03/2025 14:20;ok sekali;5;Google Play Store;;Netral
Edo 41;27/03/2025 10:50;lumayan signalx;4;Google Play Store;;Positif
Abdul Gani;26/03/2025 22:45;tks elon and spcaex;5;Google Play Store;;Netral
Mister X;26/03/2025 11:46;mantap;5;Google Play Store;;Netral
anriani anda;26/03/2025 10:10;mantap;5;Google Play Store;;Netral
Ilham Mustafa;26/03/2025 08:12;cara ganti password blom paham nih;5;Google Play Store;;Negatif
Tuturop piahar;25/03/2025 12:51;mantap;5;Google Play Store;;Netral
Ridjal Ridwan;25/03/2025 06:15;sangat bagus;5;Google Play Store;;Positif
Emilia Emilia;24/03/2025 16:54;jaya selalu Starlink;5;Google Play Store;;Netral
Aulia Madinah;24/03/2025 09:09;thanks Starlink;5;Google Play Store;;Netral
Edy Son95;23/03/2025 21:06;sangat memuaskan kualitas signalnya;5;Google Play Store;;Positif
Sinyo Kamal;23/03/2025 03:51;baik sekali;5;Google Play Store;;Positif
Aneka Teknik Service Solution;22/03/2025 17:31;bintang 5;5;Google Play Store;;Netral
Elna Mala;22/03/2025 15:40;apakah bisa daftar 1 akun dibuat 2 starling;5;Google Play Store;;Negatif
Mextril Mextril;22/03/2025 00:09;mau tanya apa penyebab aplikasi Starlink saya tidak bisa jeda internet dari perangkat hp lain. padahal saya sudah login ke akun Starlink???;1;Google Play Store;;Netral
Azmi Colors;21/03/2025 15:29;ok;5;Google Play Store;;Netral
Patris Heremba;21/03/2025 14:41;Terbaik;3;Google Play Store;;Positif
BimaPs;21/03/2025 13:47;mudah di gunakan;5;Google Play Store;;Positif
Adi Green;20/03/2025 17:01;harga berubah, tidak sesuai dengan layanan;1;Google Play Store;;Netral
the kadalz;20/03/2025 15:19;Tombol download penagihan pdf gak ada padahal buat claim ke perusahaan , menyulitkan;1;Google Play Store;;Netral
Dani Supriansyah;20/03/2025 11:14;kenapa sekarang sudah tidak bisa pause atau jeda pengguna wifinya ya??;1;Google Play Store;;Negatif
Bang Sakkun;20/03/2025 00:53;mantap;5;Google Play Store;;Netral
Ishak Istiadi;19/03/2025 12:07;jaringannya mantap👍👍👍;5;Google Play Store;;Positif
jodi TN1;19/03/2025 04:11;the best;5;Google Play Store;;Netral
Zan Rumuar;19/03/2025 02:04;apakah aplikasi starlink tidak bisa di pasang di PC/Laptop;2;Google Play Store;;Negatif
abdul rifai;18/03/2025 16:07;mantap;5;Google Play Store;;Netral
satar asniar;18/03/2025 16:01;Recommended ....;5;Google Play Store;;Netral
Melky Arumpone;18/03/2025 15:04;mantap;5;Google Play Store;;Netral
Starlink Pribadi;18/03/2025 14:29;tidak terhubung kerouter;5;Google Play Store;;Negatif
Linda Amal;18/03/2025 07:53;lumayan lah untuk rumahan, Thanks 👍🏼👍🏼👍🏼;5;Google Play Store;;Positif
Bone Bugis;18/03/2025 00:57;kencang seperti DT 340 fadli ranegan;5;Google Play Store;;Positif
Muhammad Ali;17/03/2025 08:26;Mantap;5;Google Play Store;;Netral
Odix Mart99;15/03/2025 13:47;Kenapa akhir-akhir ini jaringan Starlink lambat sekali alias lelet, mulai payah, mohon diperbaiki lagi jaringannya;2;Google Play Store;;Positif
BAGUS 01;14/03/2025 17:48;Terbaik..tolong di kasih opsi penerjamah bahasa ke semua negara dev;5;Google Play Store;;Positif
Murti Rasti;14/03/2025 11:53;saya suda punya starling jaringan nyaa sangat bagus;5;Google Play Store;;Positif
BASTINA YENSENEM;14/03/2025 07:23;kami sebagai pengguna puas karena internet kencang;5;Google Play Store;;Netral
Yepi Diaz;14/03/2025 06:01;Apliksinya mudah digunakan tapi lama-lama kok berat dan saat lihat penghalangnya tidak tampil titi titik, kosong tidak seprti sebelumnya. Mohon segera diperbaiki, terlihat seperti perusahaan amatir. (Redmi Note 11)?;5;Google Play Store;;Positif
Natan Natan;14/03/2025 04:12;mantap;5;Google Play Store;;Netral
Herryananda “Nanda”;14/03/2025 03:07;Nice;5;Google Play Store;;Netral
Ipul Sindi;13/03/2025 21:54;hebat;5;Google Play Store;;Positif
oktovianus galampo;13/03/2025 14:08;kerenlah;5;Google Play Store;;Netral
Rido Lubis;13/03/2025 12:31;sangat membantu;5;Google Play Store;;Positif
GUNAS ART NETWORK;13/03/2025 03:43;Untuk saat ini is the best;5;Google Play Store;;Netral
Stein Masinambow;13/03/2025 02:23;Sangat membantu kami karyawan yg berada di papua barat.dulu yg tdk ada internet, skarang dgn adanya STARLINK internetx jadi Lancar Jaya.Paketnya Sangat murah,apalagi patungan dgn teman2 pembayaran'nya jadi ringan.... 👉Buat yg sering di Bobol masuk di aplikasi STARLINK saran sya pakai MIKROTIK saja, jadi teman2 yg mau iseng2 Restar Ruter atau pun Antena-nya bakalan tdk bisa konek... 💫🌟STARLINK Mantap👍👍👍👍;5;Google Play Store;;Positif
Purnamasari;12/03/2025 18:04;mantab;5;Google Play Store;;Positif
Juliansyah _Urang Belayan;12/03/2025 14:42;sangat terbantu utk kami² dipelosok Kalimantan. saran saja kalo bisa, dibuatkan tarif buat sekolah² kecil yang siswanya dibawah 100 Orang. kasihan sekolah kecil anggaran dari pemerintahnya juga kecil. agak keteteran sih dengan berlangganan. tapi tentu tidak ada pilihan lain terutama kalo di pelosok dan daerah 3T. seperti halnya tarif listrik dibuat demikaian. kalo terdaftra sebagai sekolah maka tarifnya akan disubsidi. hitung² bantuan soaial dari starlink🙏;5;Google Play Store;;Positif
Muhammad Suwaif;12/03/2025 11:08;luar biasa internetnya 🤟;5;Google Play Store;;Negatif
Hendra Mambang;12/03/2025 00:45;mudah di mengerti;3;Google Play Store;;Positif
Aulia Octova;11/03/2025 21:03;Bagus keren si ini;5;Google Play Store;;Positif
Rajanya Madura;10/03/2025 10:31;sangat baik;5;Google Play Store;;Positif
AndriTnke 2024;10/03/2025 09:21;bisa di andalkan....👍;5;Google Play Store;;Positif
Frexian Vistano;10/03/2025 08:18;good;5;Google Play Store;;Netral
Steven Ttt;10/03/2025 05:39;oke 👌;5;Google Play Store;;Netral
Julianti Poek;09/03/2025 18:09;memuaskan pokoknya, ada kendala apapun ditanganinnya cepat gk berbelit belit, tinggal buat tiket untuk keluhan dan masalah segera ditangani, sukses terus starlink.;5;Google Play Store;;Negatif
Awee Esyitihen;09/03/2025 12:33;mantappppppp;5;Google Play Store;;Netral
Herman Genuny;09/03/2025 06:58;Jaringan Starlink yang terbaik, jaringan mantap lancar jaya tidak lelet. pokoknya terbaik JARINGAN STARLINK;5;Google Play Store;;Positif
Gito Roland;09/03/2025 02:39;Sangat membantu;5;Google Play Store;;Positif
Aziiz Purnama;08/03/2025 14:13;bagus kencang;5;Google Play Store;;Positif
Rasti Oktavia;08/03/2025 13:41;sangat bagus starling dan muaskan;5;Google Play Store;;Positif
Hercules. Zhang888;08/03/2025 13:02;ok;5;Google Play Store;;Netral
Achmad Arrohman;08/03/2025 10:13;sangat memuaskan ..dan sangat mudah untuk menggunakan layanan starlink;5;Google Play Store;;Positif
Reno Reno;08/03/2025 08:31;sangat bagus;5;Google Play Store;;Positif
Saenudin Medang;08/03/2025 04:29;sangat membantu;5;Google Play Store;;Positif
Aladein Nadrendra;08/03/2025 01:31;🥰;5;Google Play Store;;Netral
Cristin Se;07/03/2025 23:30;sangat membantu,,,,;5;Google Play Store;;Positif
Intensif Care Unit;07/03/2025 15:20;terbaik spacex starlink;5;Google Play Store;;Positif
Robana Hariyo Mukti;07/03/2025 09:04;trims. sangat membantu kami yang kerja di tengah hutan;4;Google Play Store;;Positif
LT Tv [LeTith Tv];07/03/2025 04:30;Mau pasang bulanannya mahal banget,, Nunggu pesaingnya lah,, biasanya lebih murah;1;Google Play Store;;Negatif
Maun 29;06/03/2025 21:34;sangat bagus jaringan internet nya terbaik;5;Google Play Store;;Positif
Syifa Rumakelrat;06/03/2025 12:35;luar biasa sangat membantu;5;Google Play Store;;Negatif
Andri Dadi Ronald Djasing Amarang;06/03/2025 12:30;mantap;5;Google Play Store;;Netral
Muhammad Ishak;06/03/2025 00:45;good;5;Google Play Store;;Netral
Mulyani Anto;05/03/2025 08:28;membantu bagi daerah yang susah sinyal dan aplikasinya mudah dipahami;5;Google Play Store;;Positif
Santos Numberi;05/03/2025 01:47;sangat bermanfaat buat sobat daerah terpencil yg TDK mempunyai jaringan Telkomsel;5;Google Play Store;;Positif
Heri Purnomo;03/03/2025 22:37;saya sangat senang dengan starlink;5;Google Play Store;;Positif
CHRIS CHANEL 01;03/03/2025 16:20;poko nya mantap dah, thanks starlink;5;Google Play Store;;Netral
Dila Baker;03/03/2025 14:45;sangat membantu;5;Google Play Store;;Positif
Sakka Naila;03/03/2025 14:15;baik;5;Google Play Store;;Positif
Hafison Carpenter;03/03/2025 14:04;sangat cepat, tp belum stabil, kadang lelet juga.. mudahan kedepan koneksinya makin cepat dan stabil;4;Google Play Store;;Positif
Abidin Kilibia;03/03/2025 13:09;sangat bagus untuk digunakan hanya saja terkadang tidak dapat mengatur sandi dan nama Wi-Fi perlu untuk di kembangkan lagi apknya;5;Google Play Store;;Netral
Felyx Jrerrot;02/03/2025 11:23;👌 Daerah saya jauh dri Kota dn Signal hanya 2G. Akhirnya ada Starlink yg membantu;5;Google Play Store;;Netral
kiaka power;02/03/2025 08:08;the best;5;Google Play Store;;Netral
EGI PIRMAN;01/03/2025 14:15;sangat membantu untuk yang tinggal di pedalaman atau minim sinyal;5;Google Play Store;;Positif
Moogee Mugiyanto;28/02/2025 16:09;good;5;Google Play Store;;Netral
Wahyuddin Syarif;28/02/2025 09:59;Kereenn Kaka;5;Google Play Store;;Negatif
Kristian;27/02/2025 23:32;bagus;5;Google Play Store;;Positif
JJ JAK;27/02/2025 04:05;"Terutama di area susah sinyal dan 3T, Sangat"" membantu lebih simple. Semoga bisa di tingkatkan lagi hingga ke level yg lebih baik";4;Google Play Store;;Positif
rundee januarius;25/02/2025 00:45;aplikasi bagus, bisa dipakai untuk memantau perangkat dari jarak jauh;5;Google Play Store;;Positif
Geop Yuner;24/02/2025 13:18;Luar biasa;5;Google Play Store;;Negatif
Martin Rontini;24/02/2025 10:47;👍;5;Google Play Store;;Netral
Dik dik Jaya laksana;24/02/2025 06:22;mantap.;5;Google Play Store;;Netral
Novel Amador;23/02/2025 13:56;mantap;5;Google Play Store;;Netral
La Ode Yadin;23/02/2025 12:37;mantap,sangat membantu;4;Google Play Store;;Positif
Nanang Hariyadi;23/02/2025 11:35;mantap;5;Google Play Store;;Netral
Fahrul Ulum;23/02/2025 08:45;Gooood;5;Google Play Store;;Netral
asdy jelek;23/02/2025 04:22;Luar biasa.. untuk di pedalaman Papua mantap;5;Google Play Store;;Negatif
Mr POS Man;22/02/2025 16:42;mantap;5;Google Play Store;;Netral
Adri Lasmana;22/02/2025 14:47;thanks for all available for west kalimantan;5;Google Play Store;;Positif
Zayyan Adista Putra;22/02/2025 14:27;Jelek gak dapet wifi gratis 1000 gbps>:(;1;Google Play Store;;Netral
Al jauharoh 66;22/02/2025 13:58;mantap mantap mantap;5;Google Play Store;;Netral
Renita Julia;22/02/2025 13:31;sangat puass dan mantappp;5;Google Play Store;;Netral
dyama firand;22/02/2025 11:35;bagus;5;Google Play Store;;Positif
Suyono Vivo;22/02/2025 04:25;Bagus;5;Google Play Store;;Positif
Herry Lim;21/02/2025 11:42;Sering lelet di app ny sekarang ..;3;Google Play Store;;Netral
hirlabetang group;21/02/2025 07:58;Ookeeeee bangettt;5;Google Play Store;;Netral
Renzha Temor;20/02/2025 03:05;starlink sangat membantu saya di daerah 3 t khususnya akei besar Utara timur Maluku, dalam proses belajar mengajar di sekolah, trimakasih Starlink,;5;Google Play Store;;Positif
James Gerson Womsiwor;19/02/2025 13:04;mantap;5;Google Play Store;;Netral
Kmn al_varendra 01 Kelapa Lima;19/02/2025 12:34;terbaik;5;Google Play Store;;Positif
ikram adi putra;19/02/2025 11:07;good;5;Google Play Store;;Netral
Ubia Sermuku;18/02/2025 09:17;Sangat puas dengan pelayanan Starlink 😁;5;Google Play Store;;Netral
fadly abdul;18/02/2025 06:05;good;5;Google Play Store;;Netral
Ain Steven;18/02/2025 06:01;bagaimana caranya menginstal aplikasi starlink pada ponsel yang lain;5;Google Play Store;;Netral
Rusli Kamaruzzaman;16/02/2025 16:05;starlink benar benar canggih;5;Google Play Store;;Netral
Apwa Ardanus;16/02/2025 14:05;baik;5;Google Play Store;;Positif
Anderbound channel;16/02/2025 08:19;Pokoknya puas pake starlink gen 3;5;Google Play Store;;Netral
Irvan Sektor;15/02/2025 15:54;Terlalu mahal untuk rumah di kota;3;Google Play Store;;Negatif
Jumadil Thepu;15/02/2025 12:35;sangat memuaskan;5;Google Play Store;;Positif
ozy ajja;15/02/2025 06:09;mantap;5;Google Play Store;;Netral
andi pandangai;15/02/2025 03:35;sangat memuaskan;5;Google Play Store;;Positif
Syafrudin Husen;14/02/2025 15:23;kenapa harus pakai bahasa arab🔥;2;Google Play Store;;Netral
Andi Suandi;13/02/2025 14:39;jringan mantap;5;Google Play Store;;Positif
hasmiyati hasyim;13/02/2025 01:24;ok;5;Google Play Store;;Netral
Hendrik Nanariain;12/02/2025 23:22;sangat membantu untuk pengelolaan Starlink nya;5;Google Play Store;;Positif
Jalu Ganteng;12/02/2025 22:52;sangat baik;5;Google Play Store;;Positif
Dhadhe Noken;12/02/2025 14:14;mantulll mudah digunakan;5;Google Play Store;;Positif
Silviyana Coryson;12/02/2025 09:40;mantap 👍;5;Google Play Store;;Netral
gunawan senong;12/02/2025 05:01;The future;5;Google Play Store;;Netral
Alfredo456;11/02/2025 04:39;mantap;5;Google Play Store;;Netral
Dea Lova;09/02/2025 12:48;rubah sandi;5;Google Play Store;;Netral
prapto fardhan;08/02/2025 16:45;ok;5;Google Play Store;;Netral
Junita Mangiwa;08/02/2025 16:27;Amazing👍👍👍👍;5;Google Play Store;;Netral
Adios Wameno Kafiar;08/02/2025 15:06;Sangat Membantu sekali;5;Google Play Store;;Positif
Philips Gaspersz;08/02/2025 13:15;sangat membantu masyarakat di daerah perbatasan negara Indonesia Papua Nugini;5;Google Play Store;;Positif
Marn Diyan2008;08/02/2025 07:42;bagus;5;Google Play Store;;Positif
Tiasono Dingas;07/02/2025 22:41;mantap;5;Google Play Store;;Netral
PALIHAMA YOSRIR;07/02/2025 15:33;oke;5;Google Play Store;;Netral
Rhere Baay;07/02/2025 13:42;sangat puas;3;Google Play Store;;Netral
Vndo Kelelufna23;06/02/2025 05:25;kerennn;4;Google Play Store;;Netral
Afrida Gadi;06/02/2025 02:06;perfecto;5;Google Play Store;;Netral
Videl Ramos Salasa;05/02/2025 06:02;aplikasinya mantap..;5;Google Play Store;;Netral
112 Fermando Silvester Leskona;04/02/2025 11:53;Sangat bermanfaat;5;Google Play Store;;Positif
Bang Doo;03/02/2025 14:58;good;4;Google Play Store;;Netral
bambang tri mulyono;03/02/2025 14:06;bagus;5;Google Play Store;;Positif
Soarindu Hotspot;03/02/2025 12:42;🔥;5;Google Play Store;;Netral
Deny Putra;03/02/2025 11:43;mantap;5;Google Play Store;;Netral
Taufik Nur Makkaradja;03/02/2025 11:40;Mantap👍👍👍👍;5;Google Play Store;;Netral
Husain Alwi;02/02/2025 21:40;sangat membantu;5;Google Play Store;;Positif
Hamzah Logu;02/02/2025 14:31;best 👍👍👍👍;5;Google Play Store;;Netral
Starlink Paniai;02/02/2025 14:22;Mantan cuamwb akun susah masuk;5;Google Play Store;;Netral
jessica aja;02/02/2025 06:36;Starlink saya menjadi sangat lelet ketika mendekati 1 minggu sebelum pembayaran berikutnya...padahal test kecepatan speednya dapat 230 mbps tapi ketika mau download game di playstore malah kecepatnya tdk sampai 1mbps bahkan downloadnya tidak mau berjalan;1;Google Play Store;;Positif
Cahyo Hartono;01/02/2025 17:22;Best and maximal perfomence device! Keep on your best quality;5;Google Play Store;;Netral
Bail Pratama;01/02/2025 17:16;Mantap;5;Google Play Store;;Netral
Nano Haerudin;31/01/2025 15:33;Di pedalaman tembus sampai 150Mbps..kereen cuy;5;Google Play Store;;Negatif
Mas Dana;31/01/2025 09:59;ok;5;Google Play Store;;Netral
ADE LALA PAHAWAY;31/01/2025 06:27;oke, mantap 👍👍👍👍👍👍👍;5;Google Play Store;;Netral
andreas mayor;29/01/2025 16:50;mksh coba dlu ya;2;Google Play Store;;Netral
Ahmad Ramadoni;29/01/2025 14:14;perfect;5;Google Play Store;;Netral
